Feature,Coefficient,Compartment,Feature_Type,Measurement,Channel,Rank
Nuclei_Texture_InfoMeas2_Mitochondria_3_03_256,0.0,Nuclei,Texture,InfoMeas2,Mitochondria,678
Cytoplasm_Intensity_MaxIntensityEdge_Mitochondria,0.0,Cytoplasm,Intensity,MaxIntensityEdge,Mitochondria,679
Nuclei_Correlation_RWC_Hoechst_Mitochondria,0.0,Nuclei,Correlation,RWC,Hoechst,680
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_4_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,681
Cells_RadialDistribution_ZernikeMagnitude_PM_8_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,682
Nuclei_RadialDistribution_RadialCV_Actin_3of4,0.0,Nuclei,RadialDistribution,RadialCV,Actin,683
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,684
Cytoplasm_Texture_Correlation_ER_3_01_256,0.0,Cytoplasm,Texture,Correlation,ER,685
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_7_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,686
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,687
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_3_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,688
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,689
Cytoplasm_Correlation_Manders_ER_Hoechst,0.0,Cytoplasm,Correlation,Manders,ER,690
Cells_AreaShape_Zernike_8_0,0.0,Cells,AreaShape,Zernike,8,691
Cells_RadialDistribution_ZernikeMagnitude_Actin_7_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,692
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_6_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,693
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,694
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_2_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,695
Cytoplasm_RadialDistribution_FracAtD_ER_4of4,0.0,Cytoplasm,RadialDistribution,FracAtD,ER,696
Cells_AreaShape_Solidity,0.0,Cells,AreaShape,Solidity,,697
Cells_RadialDistribution_ZernikeMagnitude_PM_8_6,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,698
Nuclei_RadialDistribution_ZernikeMagnitude_PM_2_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,699
Nuclei_RadialDistribution_ZernikeMagnitude_PM_4_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,700
Nuclei_Intensity_StdIntensity_Mitochondria,0.0,Nuclei,Intensity,StdIntensity,Mitochondria,701
Nuclei_RadialDistribution_ZernikeMagnitude_ER_5_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,702
Cytoplasm_Texture_Contrast_ER_3_02_256,0.0,Cytoplasm,Texture,Contrast,ER,703
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,704
Cytoplasm_Intensity_MaxIntensity_Hoechst,0.0,Cytoplasm,Intensity,MaxIntensity,Hoechst,705
Cells_RadialDistribution_RadialCV_Actin_1of4,0.0,Cells,RadialDistribution,RadialCV,Actin,706
Nuclei_Texture_InfoMeas1_Mitochondria_3_02_256,0.0,Nuclei,Texture,InfoMeas1,Mitochondria,707
Cells_Texture_Correlation_Hoechst_3_03_256,0.0,Cells,Texture,Correlation,Hoechst,708
Cytoplasm_RadialDistribution_RadialCV_Hoechst_4of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Hoechst,709
Nuclei_Intensity_StdIntensityEdge_Hoechst,0.0,Nuclei,Intensity,StdIntensityEdge,Hoechst,710
Nuclei_Texture_SumVariance_Hoechst_3_01_256,0.0,Nuclei,Texture,SumVariance,Hoechst,711
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,712
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_2_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,713
Cytoplasm_Texture_DifferenceVariance_ER_3_00_256,0.0,Cytoplasm,Texture,DifferenceVariance,ER,714
Nuclei_Texture_InfoMeas1_Mitochondria_3_01_256,0.0,Nuclei,Texture,InfoMeas1,Mitochondria,715
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_3_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,716
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,717
Cells_RadialDistribution_MeanFrac_PM_1of4,0.0,Cells,RadialDistribution,MeanFrac,PM,718
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,719
Nuclei_RadialDistribution_FracAtD_Hoechst_1of4,0.0,Nuclei,RadialDistribution,FracAtD,Hoechst,720
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_5_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,721
Nuclei_RadialDistribution_RadialCV_Hoechst_3of4,0.0,Nuclei,RadialDistribution,RadialCV,Hoechst,722
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_6_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,723
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_7,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,724
Nuclei_AreaShape_Zernike_6_4,0.0,Nuclei,AreaShape,Zernike,6,725
Cells_RadialDistribution_ZernikeMagnitude_ER_9_7,0.0,Cells,RadialDistribution,ZernikeMagnitude,ER,726
Cytoplasm_Texture_Contrast_ER_3_01_256,0.0,Cytoplasm,Texture,Contrast,ER,727
Cytoplasm_Texture_Correlation_PM_3_01_256,0.0,Cytoplasm,Texture,Correlation,PM,728
Cytoplasm_Intensity_StdIntensityEdge_Hoechst,0.0,Cytoplasm,Intensity,StdIntensityEdge,Hoechst,729
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,730
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,731
Cells_RadialDistribution_MeanFrac_Actin_2of4,0.0,Cells,RadialDistribution,MeanFrac,Actin,732
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_9_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,733
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_3_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,734
Cytoplasm_Texture_SumVariance_ER_3_01_256,0.0,Cytoplasm,Texture,SumVariance,ER,735
Cytoplasm_Texture_InfoMeas1_Hoechst_3_00_256,0.0,Cytoplasm,Texture,InfoMeas1,Hoechst,736
Nuclei_Texture_InverseDifferenceMoment_Actin_3_02_256,0.0,Nuclei,Texture,InverseDifferenceMoment,Actin,737
Nuclei_Texture_InfoMeas1_ER_3_01_256,0.0,Nuclei,Texture,InfoMeas1,ER,738
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_01_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,739
Nuclei_Texture_InfoMeas2_Actin_3_01_256,0.0,Nuclei,Texture,InfoMeas2,Actin,740
Cytoplasm_Texture_Entropy_ER_3_00_256,0.0,Cytoplasm,Texture,Entropy,ER,741
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_5_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,742
Cells_Texture_InfoMeas2_Mitochondria_3_01_256,0.0,Cells,Texture,InfoMeas2,Mitochondria,743
Nuclei_Intensity_MADIntensity_ER,0.0,Nuclei,Intensity,MADIntensity,ER,744
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,745
Nuclei_Correlation_Correlation_Hoechst_Mitochondria,0.0,Nuclei,Correlation,Correlation,Hoechst,746
Cells_Texture_InfoMeas2_PM_3_03_256,0.0,Cells,Texture,InfoMeas2,PM,747
Nuclei_RadialDistribution_MeanFrac_Actin_1of4,0.0,Nuclei,RadialDistribution,MeanFrac,Actin,748
Nuclei_AreaShape_Zernike_6_0,0.0,Nuclei,AreaShape,Zernike,6,749
Nuclei_RadialDistribution_RadialCV_Mitochondria_3of4,0.0,Nuclei,RadialDistribution,RadialCV,Mitochondria,750
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,751
Cytoplasm_AreaShape_Zernike_6_4,-5.206817875363884e-10,Cytoplasm,AreaShape,Zernike,6,752
Cytoplasm_RadialDistribution_MeanFrac_PM_3of4,-8.589923178621722e-09,Cytoplasm,RadialDistribution,MeanFrac,PM,753
Cells_RadialDistribution_ZernikeMagnitude_ER_9_9,-0.0021768429375196075,Cells,RadialDistribution,ZernikeMagnitude,ER,754
Cytoplasm_RadialDistribution_MeanFrac_Actin_1of4,-0.0022203853212645593,Cytoplasm,RadialDistribution,MeanFrac,Actin,755
Nuclei_Texture_AngularSecondMoment_Mitochondria_3_01_256,-0.0023870018909484896,Nuclei,Texture,AngularSecondMoment,Mitochondria,756
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_7_1,-0.0024234344649299864,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,757
Nuclei_Texture_SumVariance_PM_3_03_256,-0.0037340023952370143,Nuclei,Texture,SumVariance,PM,758
Cytoplasm_RadialDistribution_RadialCV_PM_3of4,-0.004229810970401764,Cytoplasm,RadialDistribution,RadialCV,PM,759
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_5_1,-0.004879435821516836,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,760
Cytoplasm_AreaShape_Zernike_3_1,-0.005025642306320984,Cytoplasm,AreaShape,Zernike,3,761
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_8_0,-0.005464635650621285,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,762
Nuclei_RadialDistribution_ZernikeMagnitude_PM_6_6,-0.006288781334891595,Nuclei,RadialDistribution,ZernikeMagnitude,PM,763
Nuclei_Texture_InfoMeas1_Actin_3_00_256,-0.006497698026118302,Nuclei,Texture,InfoMeas1,Actin,764
Cells_AreaShape_Zernike_1_1,-0.007229764605138985,Cells,AreaShape,Zernike,1,765
Cells_RadialDistribution_RadialCV_PM_4of4,-0.007435012387969065,Cells,RadialDistribution,RadialCV,PM,766
Nuclei_RadialDistribution_ZernikeMagnitude_PM_6_2,-0.007522602979135997,Nuclei,RadialDistribution,ZernikeMagnitude,PM,767
Cytoplasm_RadialDistribution_RadialCV_Hoechst_2of4,-0.007842095956590777,Cytoplasm,RadialDistribution,RadialCV,Hoechst,768
Cells_RadialDistribution_MeanFrac_Mitochondria_2of4,-0.008123500694248623,Cells,RadialDistribution,MeanFrac,Mitochondria,769
Cells_RadialDistribution_ZernikeMagnitude_Actin_9_3,-0.008527399440622821,Cells,RadialDistribution,ZernikeMagnitude,Actin,770
Cells_RadialDistribution_RadialCV_Mitochondria_3of4,-0.009066264095671366,Cells,RadialDistribution,RadialCV,Mitochondria,771
Nuclei_Intensity_MADIntensity_Hoechst,-0.009162099807043906,Nuclei,Intensity,MADIntensity,Hoechst,772
Nuclei_RadialDistribution_ZernikeMagnitude_PM_3_1,-0.009288713069952628,Nuclei,RadialDistribution,ZernikeMagnitude,PM,773
Cells_Texture_Correlation_PM_3_01_256,-0.009291379435641768,Cells,Texture,Correlation,PM,774
Cells_RadialDistribution_ZernikeMagnitude_Actin_8_6,-0.009503481699364668,Cells,RadialDistribution,ZernikeMagnitude,Actin,775
Cells_AreaShape_Zernike_9_9,-0.009746209078834058,Cells,AreaShape,Zernike,9,776
Cells_RadialDistribution_ZernikeMagnitude_Actin_7_7,-0.009838615737635018,Cells,RadialDistribution,ZernikeMagnitude,Actin,777
Cytoplasm_Texture_Correlation_Hoechst_3_03_256,-0.010196978923096116,Cytoplasm,Texture,Correlation,Hoechst,778
Nuclei_RadialDistribution_FracAtD_Hoechst_2of4,-0.010244366309165828,Nuclei,RadialDistribution,FracAtD,Hoechst,779
Cells_RadialDistribution_MeanFrac_PM_3of4,-0.011533359193018674,Cells,RadialDistribution,MeanFrac,PM,780
Nuclei_Texture_InfoMeas2_Hoechst_3_03_256,-0.01166436952295972,Nuclei,Texture,InfoMeas2,Hoechst,781
Cells_AreaShape_Zernike_5_1,-0.011858223793241113,Cells,AreaShape,Zernike,5,782
Cells_RadialDistribution_MeanFrac_ER_1of4,-0.01250686277023595,Cells,RadialDistribution,MeanFrac,ER,783
Cells_AreaShape_Zernike_2_2,-0.014057022121892875,Cells,AreaShape,Zernike,2,784
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_3_3,-0.014419535858055521,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,785
Cells_AreaShape_Zernike_6_6,-0.014691932884253847,Cells,AreaShape,Zernike,6,786
Nuclei_AreaShape_Zernike_9_9,-0.014896631583938448,Nuclei,AreaShape,Zernike,9,787
Nuclei_Texture_InfoMeas1_PM_3_03_256,-0.015443499029845311,Nuclei,Texture,InfoMeas1,PM,788
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_4_0,-0.015792821204310806,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,789
Nuclei_Correlation_Overlap_ER_Mitochondria,-0.01687414117808926,Nuclei,Correlation,Overlap,ER,790
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_8_0,-0.017030765507585224,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,791
Cells_RadialDistribution_MeanFrac_Mitochondria_1of4,-0.01874774743900113,Cells,RadialDistribution,MeanFrac,Mitochondria,792
Nuclei_Neighbors_SecondClosestDistance_Adjacent,-0.01889823978185094,Nuclei,Neighbors,SecondClosestDistance,Adjacent,793
Nuclei_Texture_Correlation_ER_3_01_256,-0.018916451443076028,Nuclei,Texture,Correlation,ER,794
Cytoplasm_Texture_Contrast_Mitochondria_3_02_256,-0.020377736423264597,Cytoplasm,Texture,Contrast,Mitochondria,795
Cytoplasm_RadialDistribution_RadialCV_Hoechst_3of4,-0.021682662987322864,Cytoplasm,RadialDistribution,RadialCV,Hoechst,796
Cells_RadialDistribution_ZernikeMagnitude_Actin_7_5,-0.021929037009097152,Cells,RadialDistribution,ZernikeMagnitude,Actin,797
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_8_8,-0.02204204855111225,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,798
Nuclei_Texture_InfoMeas1_Actin_3_02_256,-0.022139239718305982,Nuclei,Texture,InfoMeas1,Actin,799
Cells_Neighbors_SecondClosestDistance_Adjacent,-0.02240926083739897,Cells,Neighbors,SecondClosestDistance,Adjacent,800
Cytoplasm_RadialDistribution_MeanFrac_PM_1of4,-0.022451019515950146,Cytoplasm,RadialDistribution,MeanFrac,PM,801
Nuclei_RadialDistribution_MeanFrac_Mitochondria_1of4,-0.022683730410432486,Nuclei,RadialDistribution,MeanFrac,Mitochondria,802
Nuclei_AreaShape_Orientation,-0.02282478838526526,Nuclei,AreaShape,Orientation,,803
Cells_RadialDistribution_ZernikeMagnitude_Actin_6_6,-0.023001335181873823,Cells,RadialDistribution,ZernikeMagnitude,Actin,804
Nuclei_RadialDistribution_ZernikeMagnitude_ER_9_5,-0.0238251382086556,Nuclei,RadialDistribution,ZernikeMagnitude,ER,805
Cells_RadialDistribution_RadialCV_Actin_2of4,-0.02471947664990732,Cells,RadialDistribution,RadialCV,Actin,806
Nuclei_Correlation_Overlap_Actin_ER,-0.025142133849126655,Nuclei,Correlation,Overlap,Actin,807
Nuclei_Correlation_RWC_Mitochondria_Hoechst,-0.025548356818584073,Nuclei,Correlation,RWC,Mitochondria,808
Cytoplasm_Texture_InfoMeas1_PM_3_00_256,-0.02603877916448145,Cytoplasm,Texture,InfoMeas1,PM,809
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_5_5,-0.02632688180805487,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,810
Nuclei_Intensity_LowerQuartileIntensity_Mitochondria,-0.027626742073897998,Nuclei,Intensity,LowerQuartileIntensity,Mitochondria,811
Nuclei_RadialDistribution_RadialCV_ER_2of4,-0.029607547823372295,Nuclei,RadialDistribution,RadialCV,ER,812
Nuclei_Correlation_Correlation_Actin_Mitochondria,-0.03021288148501227,Nuclei,Correlation,Correlation,Actin,813
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_5,-0.03128413058311005,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,814
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_9,-0.03150516188282675,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,815
Nuclei_Granularity_2_Hoechst,-0.03229816129107016,Nuclei,Granularity,2,Hoechst,816
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_3_3,-0.0324188638407858,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,817
Cells_RadialDistribution_ZernikeMagnitude_PM_4_0,-0.032605795505928604,Cells,RadialDistribution,ZernikeMagnitude,PM,818
Nuclei_RadialDistribution_ZernikeMagnitude_ER_2_2,-0.0327193037938974,Nuclei,RadialDistribution,ZernikeMagnitude,ER,819
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_8_0,-0.03283390736379734,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,820
Nuclei_RadialDistribution_ZernikeMagnitude_PM_1_1,-0.03411037612618709,Nuclei,RadialDistribution,ZernikeMagnitude,PM,821
Nuclei_RadialDistribution_ZernikeMagnitude_PM_6_0,-0.03563866675354279,Nuclei,RadialDistribution,ZernikeMagnitude,PM,822
Cells_Granularity_2_Hoechst,-0.03597477465326486,Cells,Granularity,2,Hoechst,823
Cells_RadialDistribution_ZernikeMagnitude_ER_8_0,-0.03708824912372002,Cells,RadialDistribution,ZernikeMagnitude,ER,824
Nuclei_RadialDistribution_RadialCV_PM_2of4,-0.037453921743262,Nuclei,RadialDistribution,RadialCV,PM,825
Cytoplasm_Texture_DifferenceEntropy_Actin_3_01_256,-0.04340637983322957,Cytoplasm,Texture,DifferenceEntropy,Actin,826
Cells_AreaShape_Zernike_4_4,-0.04373824265313719,Cells,AreaShape,Zernike,4,827
Cytoplasm_Correlation_RWC_PM_ER,-0.04395221776512915,Cytoplasm,Correlation,RWC,PM,828
Nuclei_Intensity_MaxIntensity_PM,-0.04422419843374148,Nuclei,Intensity,MaxIntensity,PM,829
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_7_3,-0.04444888308737253,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,830
Cells_RadialDistribution_ZernikeMagnitude_ER_9_1,-0.04608302023257595,Cells,RadialDistribution,ZernikeMagnitude,ER,831
Cytoplasm_RadialDistribution_FracAtD_Hoechst_3of4,-0.04645307429995571,Cytoplasm,RadialDistribution,FracAtD,Hoechst,832
Cytoplasm_Intensity_StdIntensityEdge_PM,-0.04749471194572384,Cytoplasm,Intensity,StdIntensityEdge,PM,833
Cytoplasm_Texture_Correlation_Actin_3_02_256,-0.04775277335590389,Cytoplasm,Texture,Correlation,Actin,834
Cytoplasm_RadialDistribution_RadialCV_Hoechst_1of4,-0.04830717387777346,Cytoplasm,RadialDistribution,RadialCV,Hoechst,835
Cells_RadialDistribution_ZernikeMagnitude_PM_9_7,-0.04848681284288182,Cells,RadialDistribution,ZernikeMagnitude,PM,836
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_7,-0.050116079092969584,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,837
Cytoplasm_RadialDistribution_MeanFrac_Mitochondria_4of4,-0.05031182975832674,Cytoplasm,RadialDistribution,MeanFrac,Mitochondria,838
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_4_2,-0.05055919074787586,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,839
Nuclei_Intensity_MaxIntensityEdge_Mitochondria,-0.051338132306894255,Nuclei,Intensity,MaxIntensityEdge,Mitochondria,840
Nuclei_RadialDistribution_ZernikeMagnitude_PM_9_1,-0.0514385346422803,Nuclei,RadialDistribution,ZernikeMagnitude,PM,841
Cells_Neighbors_FirstClosestDistance_Adjacent,-0.05147271827385441,Cells,Neighbors,FirstClosestDistance,Adjacent,842
Cells_RadialDistribution_RadialCV_Mitochondria_1of4,-0.05160082132152433,Cells,RadialDistribution,RadialCV,Mitochondria,843
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_8_2,-0.05393722479670205,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,844
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_3_1,-0.055614920131371454,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,845
Nuclei_AreaShape_Zernike_8_4,-0.05570807640714693,Nuclei,AreaShape,Zernike,8,846
Cytoplasm_Intensity_IntegratedIntensity_Mitochondria,-0.055827936574976575,Cytoplasm,Intensity,IntegratedIntensity,Mitochondria,847
Nuclei_RadialDistribution_ZernikeMagnitude_ER_6_0,-0.05606492244164056,Nuclei,RadialDistribution,ZernikeMagnitude,ER,848
Nuclei_Correlation_RWC_Actin_Mitochondria,-0.056311353425990925,Nuclei,Correlation,RWC,Actin,849
Cells_AreaShape_Zernike_5_3,-0.056657435861545286,Cells,AreaShape,Zernike,5,850
Nuclei_Correlation_K_Mitochondria_PM,-0.05693015348988435,Nuclei,Correlation,K,Mitochondria,851
Cells_RadialDistribution_FracAtD_Actin_4of4,-0.05711297307314647,Cells,RadialDistribution,FracAtD,Actin,852
Nuclei_RadialDistribution_RadialCV_Actin_2of4,-0.05743439863707948,Nuclei,RadialDistribution,RadialCV,Actin,853
Cytoplasm_RadialDistribution_RadialCV_Actin_3of4,-0.058167412841795364,Cytoplasm,RadialDistribution,RadialCV,Actin,854
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_0,-0.05837487208472932,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,855
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_4_0,-0.06021660488411257,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,856
Cytoplasm_AreaShape_Zernike_6_2,-0.06054601767268564,Cytoplasm,AreaShape,Zernike,6,857
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_8_6,-0.06095848806654404,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,858
Nuclei_RadialDistribution_RadialCV_PM_1of4,-0.06096228630760091,Nuclei,RadialDistribution,RadialCV,PM,859
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_5_3,-0.06168112969892395,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,860
Cells_RadialDistribution_ZernikeMagnitude_PM_5_1,-0.061769436011952394,Cells,RadialDistribution,ZernikeMagnitude,PM,861
Nuclei_RadialDistribution_FracAtD_PM_1of4,-0.06255501275518269,Nuclei,RadialDistribution,FracAtD,PM,862
Nuclei_AreaShape_Zernike_7_1,-0.06318203827778589,Nuclei,AreaShape,Zernike,7,863
Nuclei_Correlation_Correlation_Actin_ER,-0.06343180537989981,Nuclei,Correlation,Correlation,Actin,864
Cytoplasm_Texture_DifferenceEntropy_ER_3_00_256,-0.06383196914028604,Cytoplasm,Texture,DifferenceEntropy,ER,865
Nuclei_Correlation_RWC_Mitochondria_Actin,-0.06599100741606297,Nuclei,Correlation,RWC,Mitochondria,866
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_8,-0.06712858702213155,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,867
Cytoplasm_RadialDistribution_RadialCV_ER_2of4,-0.06788359855760677,Cytoplasm,RadialDistribution,RadialCV,ER,868
Nuclei_RadialDistribution_ZernikeMagnitude_PM_7_3,-0.06792568021533228,Nuclei,RadialDistribution,ZernikeMagnitude,PM,869
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_5_1,-0.06843224033547159,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,870
Nuclei_Texture_DifferenceVariance_Mitochondria_3_00_256,-0.06990918586389148,Nuclei,Texture,DifferenceVariance,Mitochondria,871
Cytoplasm_Texture_Correlation_Hoechst_3_01_256,-0.07050430038913391,Cytoplasm,Texture,Correlation,Hoechst,872
Nuclei_Texture_Correlation_Mitochondria_3_03_256,-0.07149641542013137,Nuclei,Texture,Correlation,Mitochondria,873
Cytoplasm_Texture_DifferenceEntropy_ER_3_01_256,-0.07213450456706469,Cytoplasm,Texture,DifferenceEntropy,ER,874
Nuclei_RadialDistribution_ZernikeMagnitude_ER_9_9,-0.07304865051299682,Nuclei,RadialDistribution,ZernikeMagnitude,ER,875
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_3,-0.07360834299016093,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,876
Cells_AreaShape_Zernike_0_0,-0.07378542787008145,Cells,AreaShape,Zernike,0,877
Nuclei_AreaShape_Solidity,-0.07505399951181958,Nuclei,AreaShape,Solidity,,878
Cytoplasm_RadialDistribution_FracAtD_PM_1of4,-0.0750861141030661,Cytoplasm,RadialDistribution,FracAtD,PM,879
Cells_Intensity_MassDisplacement_PM,-0.07579709313756876,Cells,Intensity,MassDisplacement,PM,880
Nuclei_RadialDistribution_RadialCV_Hoechst_1of4,-0.07599145490303849,Nuclei,RadialDistribution,RadialCV,Hoechst,881
Cells_Texture_InfoMeas2_Hoechst_3_02_256,-0.07618870031137918,Cells,Texture,InfoMeas2,Hoechst,882
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_3_3,-0.07751131983394847,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,883
Nuclei_Intensity_MaxIntensityEdge_PM,-0.07869319668655231,Nuclei,Intensity,MaxIntensityEdge,PM,884
Nuclei_AreaShape_Zernike_8_0,-0.07957449295936316,Nuclei,AreaShape,Zernike,8,885
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_6_2,-0.07989042829966131,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,886
Nuclei_Texture_InfoMeas1_Actin_3_03_256,-0.08045223808784321,Nuclei,Texture,InfoMeas1,Actin,887
Cells_AreaShape_Zernike_7_1,-0.08079496495685345,Cells,AreaShape,Zernike,7,888
Nuclei_RadialDistribution_ZernikeMagnitude_PM_9_9,-0.08135164638183817,Nuclei,RadialDistribution,ZernikeMagnitude,PM,889
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_8_0,-0.08285026337388395,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,890
Cytoplasm_Texture_Contrast_Mitochondria_3_00_256,-0.08481730814661598,Cytoplasm,Texture,Contrast,Mitochondria,891
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_9_9,-0.08499347385427782,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,892
Cells_AreaShape_Zernike_6_0,-0.08626726048788418,Cells,AreaShape,Zernike,6,893
Nuclei_RadialDistribution_RadialCV_ER_3of4,-0.0869633758101532,Nuclei,RadialDistribution,RadialCV,ER,894
